date_submitted,ideal_adoption_timeline,reason_for_adoption,specific_animal,adults_in_home,children_in_home,all_household_agree,allergies,home_owner,home_pet_policy,experience,budget_monthly,budget_emergency,home_alone_avg,home_alone_max,pet_kept,exercise,needs,return_pet,how_heard,outcome_trello_id,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,City,State,ZIP
12/28/2018,today,"myself,mouser",FALSE,4,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,currently-have-pet",$50.00,$300.00,NA,3 h,inside-only,"toy-mice,wand-toys","scratching-post,nail-clip",none,NA,NA,42,101,12000,42101012000,120,Census Tract 120,G5020,S,600670,0,39.9955322,-75.2297466,PHILADELPHIA,PA,19131
12/28/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,"lived-wit-previous-housemates-pets,grew-up-with-pet",$300.00,"$1,000.00",7 h,NA,inside-only,"toy-mice,wand-toys,not-much",scratching-post,"vet-becomes-expensive,becomes-aggressive",NA,NA,42,101,36700,42101036700,367,Census Tract 367,G5020,S,801977,0,39.9607248,-75.1439885,PHILA,PA,19123
12/28/2018,one-month-or-more,"myself,my-kids",FALSE,0,4,yes,mildly-allergic,family-member-or-friend,NA,"pet-ran-away,currently-have-pet",$260.00,$500.00,6 h,7 h,inside-only,"toy-mice,wand-toys",scratching-post,"becomes-aggressive,allergies-appear",NA,NA,42,101,28902,42101028902,289.02,Census Tract 289.02,G5020,S,772347,17257,40.0216105,-75.1116877,Philadelphia,PA,19120
12/28/2018,one-month-or-more,myself,FALSE,0,0,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet",$500.00,$500.00,NA,NA,inside-only,"toy-mice,other-pets","nail-clip,scratching-post",becomes-aggressive,NA,NA,42,101,7200,42101007200,72,Census Tract 72,G5020,S,502118,0,39.9446338,-75.2332187,Philadelphia,PA,19143
12/27/2018,today,"gift,my-kids",TRUE,2,2,a-surprise,no-allergies,family-member-or-friend,NA,"pet-ran-away,pet-died-in-care,grew-up-with-pet,lived-wit-previous-housemates-pets",$70.00,$70.00,NA,NA,inside-only,wand-toys,"scratching-post,nail-clip",none,website,NA,42,101,25900,42101025900,259,Census Tract 259,G5020,S,549417,0,40.0799254,-75.1759762,Philadelphia,PA,19150
12/27/2018,one-month-or-more,"myself,my-kids",TRUE,2,1,yes,no-allergies,myself,NA,"pet-died-in-care,grew-up-with-pet,currently-have-pet,euthanized-a-pet,lived-wit-previous-housemates-pets",$100.00,"$1,000.00",4 h,4 h,inside-only,"toy-mice,wand-toys","scratching-post,nail-clip",none,NA,5c259a0276cf8c5330c47e25,42,101,30501,42101030501,305.01,Census Tract 305.01,G5020,S,377375,0,40.0428163,-75.0994351,Philadelphia,PA,19120
12/27/2018,one-month-or-more,my-kids,TRUE,1,1,yes,mildly-allergic,myself,NA,currently-have-pet,$40.00,$150.00,5 h,8 h,inside-only,"toy-mice,wand-toys,other-pets",scratching-post,allergies-appear,other,NA,42,101,24200,42101024200,242,Census Tract 242,G5020,S,532060,0,40.028511,-75.1697086,Philadelphia,PA,19144
12/27/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,lived-wit-previous-housemates-pets",$100.00,"$1,000.00",5 h,5 h,inside-only,"other-pets,toy-mice,wand-toys","nail-clip,scratching-post",none,NA,NA,42,45,404004,42045404004,4040.04,Census Tract 4040.04,G5020,S,2348918,0,39.9033046,-75.3132234,Folsom,PA,19033
12/27/2018,one-month-or-more,my-kids,FALSE,4,5,yes,not-sure,myself,NA,grew-up-with-pet,$200.00,$200.00,0 h,0 h,inside-only,"toy-mice,wand-toys",scratching-post,none,NA,NA,42,101,26302,42101026302,263.02,Census Tract 263.02,G5020,S,704112,0,40.0687425,-75.1571945,Philadelphia,PA,19150
12/27/2018,one-month-or-more,myself,TRUE,4,1,yes,no-allergies,myself,NA,pet-died-in-care,$150.00,$200.00,NA,1 h,inside-only,toy-mice,"scratching-post,nail-clip",none,website,NA,42,101,8000,42101008000,80,Census Tract 80,G5020,S,430891,0,39.9506586,-75.2268464,Philadelphia,PA,19143
12/27/2018,today,myself,FALSE,0,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",$50.00,$200.00,NA,NA,inside-only,not-much,scratching-post,none,NA,NA,42,101,13402,42101013402,134.02,Census Tract 134.02,G5020,S,238612,0,39.9653623,-75.1690326,Philadelphia,PA,19130
12/27/2018,one-month-or-more,myself,TRUE,2,0,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets",$250.00,"$1,000.00",8 h,NA,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,website,5830b6fd9b5eb5693b943550,42,101,24400,42101024400,244,Census Tract 244,G5020,S,421189,0,40.0248284,-75.1638925,Philadelphia,PA,19144
12/27/2018,one-month-or-more,myself,FALSE,1,0,yes,mildly-allergic,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",$100.00,"$2,500.00",0 h,6 h,inside-only,"toy-mice,wand-toys",scratching-post,"none,allergies-appear",NA,5c23b9c9afe9f63c84e03f76,42,101,4101,42101004101,41.01,Census Tract 41.01,G5020,S,374000,0,39.9229611,-75.1589741,Philadelphia,PA,19148
12/27/2018,today,myself,TRUE,2,1,yes,no-allergies,myself,NA,"grew-up-with-pet,euthanized-a-pet,currently-have-pet,lived-wit-previous-housemates-pets",$150.00,$500.00,8 h,12 h,inside-only,"wand-toys,other-pets,toy-mice","nail-clip,scratching-post",none,other,NA,42,91,200306,42091200306,2003.06,Census Tract 2003.06,G5020,S,4283881,0,40.1662782,-75.0844272,Huntingdon Valley,PA,19006
12/27/2018,today,myself,TRUE,0,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,given-pet-to-another,currently-have-pet,lived-wit-previous-housemates-pets",($300.00),"$5,000.00",8 h,8 h,inside-only,"toy-mice,wand-toys,other-pets","scratching-post,nail-clip",becomes-aggressive,NA,NA,42,101,9000,42101009000,90,Census Tract 90,G5020,S,434900,0,39.9595247,-75.1906334,Philadelphia,PA,19104
12/27/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,currently-have-pet,euthanized-a-pet,lived-wit-previous-housemates-pets",$500.00,$800.00,7 h,10 h,inside-only,"other-pets,toy-mice,wand-toys,not-much","nail-clip,scratching-post,other","allergies-appear,moving-too-far,becomes-aggressive","website,other",NA,42,101,3901,42101003901,39.01,Census Tract 39.01,G5020,S,420397,0,39.9238262,-75.1732854,Philadelphia,PA,19145
12/27/2018,today,"my-kids,mouser,gift",FALSE,0,2,"yes,a-surprise",mildly-allergic,myself,NA,grew-up-with-pet,$250.00,$500.00,NA,NA,inside-only,"toy-mice,wand-toys","scratching-post,nail-clip",none,NA,NA,42,101,26600,42101026600,266,Census Tract 266,G5020,S,912758,0,40.0634823,-75.1473352,Philadelphia,PA,19126
12/26/2018,today,myself,FALSE,1,0,yes,no-allergies,myself,NA,"given-pet-to-another,euthanized-a-pet,grew-up-with-pet,lived-wit-previous-housemates-pets",$100.00,"$1,000.00",10 h,12 h,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post","becomes-aggressive,litter-box-issues",NA,NA,42,29,300108,42029300108,3001.08,Census Tract 3001.08,G5020,S,6338880,17070,40.064195,-75.4161159,Devon,PA,19333
12/26/2018,one-month-or-more,"myself,mouser,other",TRUE,2,0,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",$100.00,"$1,000.00",8 h,18 h,inside-only,"toy-mice,wand-toys,not-much",scratching-post,none,website,NA,42,101,3702,42101003702,37.02,Census Tract 37.02,G5020,S,247351,0,39.9245287,-75.1824353,Philadelphia,PA,19145
12/26/2018,today,"my-kids,myself",TRUE,1,2,yes,no-allergies,myself,NA,grew-up-with-pet,$100.00,"$1,000.00",8 h,NA,inside-only,"toy-mice,wand-toys",scratching-post,none,other,NA,42,45,409000,42045409000,4090,Census Tract 4090,G5020,S,1237964,0,39.9738006,-75.2955443,Havertown,PA,19083-4612
12/26/2018,today,myself,TRUE,0,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",$100.00,$500.00,6 h,12 h,inside-only,toy-mice,scratching-post,none,other,NA,42,101,1101,42101001101,11.01,Census Tract 11.01,G5020,S,174011,0,39.9449918,-75.162524,Philadelphia,PA,19107
12/26/2018,today,myself,FALSE,0,0,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",$150.00,$300.00,7 h,7 h,inside-only,"toy-mice,wand-toys",scratching-post,"litter-box-issues,becomes-aggressive",NA,NA,42,101,804,42101000804,8.04,Census Tract 8.04,G5020,S,145453,0,39.9485646,-75.1677563,Philadelphia,PA,19103
12/26/2018,today,myself,FALSE,-1,0,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet,currently-have-pet",$200.00,"$1,400.00",4 h,12 h,"inside-with-yard-access,leash-harness","toy-mice,wand-toys,other-pets",scratching-post,none,NA,NA,42,17,100201,42017100201,1002.01,Census Tract 1002.01,G5020,S,6550683,12219,40.1355058,-74.9752845,trevose,PA,19053
12/26/2018,today,myself,FALSE,0,0,yes,no-allergies,company,yes,grew-up-with-pet,$500.00,"$1,500.00",NA,NA,inside-only,"toy-mice,wand-toys",scratching-post,none,NA,NA,42,101,804,42101000804,8.04,Census Tract 8.04,G5020,S,145453,0,39.9485646,-75.1677563,Philadelphia,PA,19102
12/25/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,lived-wit-previous-housemates-pets,$300.00,"$1,500.00",8 h,12 h,inside-only,"wand-toys,toy-mice,not-much","nail-clip,scratching-post",none,NA,NA,42,101,3002,42101003002,30.02,Census Tract 30.02,G5020,S,226951,0,39.9327263,-75.1711915,Philadelphia,PA,19146
12/25/2018,one-month-or-more,myself,FALSE,0,0,yes,no-allergies,myself,NA,grew-up-with-pet,($0.50),$500.00,7 h,12 h,inside-only,"toy-mice,wand-toys","nail-clip,scratching-post",none,NA,NA,42,101,13500,42101013500,135,Census Tract 135,G5020,S,404892,0,39.9693564,-75.1700367,PHILADELPHIA,PA,19130
12/25/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,havent-asked,"given-a-pet-to-a-shelter,pet-died-in-care,euthanized-a-pet,grew-up-with-pet",$500.00,"$2,500.00",NA,4 h,inside-only,"toy-mice,wand-toys",nail-clip,none,NA,NA,42,45,409100,42045409100,4091,Census Tract 4091,G5020,S,1375414,0,39.9813908,-75.3018885,Media,PA,19064
12/24/2018,one-month-or-more,myself,FALSE,1,0,yes,no-allergies,company,yes,grew-up-with-pet,$100.00,"$3,000.00",4 h,9 h,inside-only,"not-much,toy-mice,wand-toys","scratching-post,nail-clip",none,NA,NA,42,101,1201,42101001201,12.01,Census Tract 12.01,G5020,S,327555,30728,39.9471666,-75.1798721,Philadelphia,PA,19103
12/24/2018,today,myself,TRUE,2,1,yes,no-allergies,myself,NA,"grew-up-with-pet,never-lived-with-or-owned-a-pet-before",$50.00,"$1,000.00",5 h,5 h,inside-only,"toy-mice,wand-toys",scratching-post,becomes-aggressive,website,NA,42,101,39000,42101039000,390,Census Tract 390,G5020,S,2032691,0,40.03573,-75.093884,Philadelphia,PA,19124
12/24/2018,today,"my-kids,myself",FALSE,1,3,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",$80.00,$100.00,9 h,NA,inside-only,"toy-mice,wand-toys",scratching-post,becomes-aggressive,NA,NA,42,101,26400,42101026400,264,Census Tract 264,G5020,S,796819,0,40.0625462,-75.1620066,Philadelphia,PA,19138
12/24/2018,one-month-or-more,my-kids,TRUE,0,1,yes,no-allergies,company,yes,pet-died-in-care,$150.00,$200.00,8 h,8 h,inside-only,toy-mice,scratching-post,none,other,NA,42,45,403300,42045403300,4033,Census Tract 4033,G5020,S,1632550,0,39.9301496,-75.2958268,Clifton Heights,PA,19018
12/24/2018,one-month-or-more,my-kids,TRUE,0,1,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",$300.00,"$3,000.00",NA,NA,inside-only,"wand-toys,toy-mice",not-sure,"allergies-appear,becomes-aggressive",other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wilmington,DE,19805
12/24/2018,today,"myself,my-kids,mouser",FALSE,1,4,yes,no-allergies,company,yes,"grew-up-with-pet,lived-wit-previous-housemates-pets",$100.00,$500.00,NA,8 h,"inside-only,inside-with-yard-access","toy-mice,wand-toys",scratching-post,allergies-appear,NA,NA,42,101,16200,42101016200,162,Census Tract 162,G5020,S,364983,0,39.9840197,-75.1384217,Philadelphia,PA,19133
12/23/2018,one-month-or-more,myself,TRUE,3,0,yes,no-allergies,family-member-or-friend,NA,"grew-up-with-pet,currently-have-pet",$200.00,"$1,000.00",6 h,10 h,inside-only,"not-much,other-pets,wand-toys,toy-mice","nail-clip,scratching-post",none,website,NA,34,7,608206,34007608206,6082.06,Census Tract 6082.06,G5020,S,2783789,30232,39.8453497,-75.0540964,Glendora,NJ,8029
12/23/2018,today,myself,TRUE,0,0,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet",$100.00,"$5,000.00",7 h,12 h,inside-only,"toy-mice,wand-toys,other-pets","nail-clip,scratching-post",none,other,NA,42,101,1002,42101001002,10.02,Census Tract 10.02,G5020,S,471655,0,39.9450045,-75.1466193,Philadelphia,PA,19147
12/23/2018,one-month-or-more,my-kids,FALSE,2,2,yes,no-allergies,myself,NA,grew-up-with-pet,$60.00,$500.00,NA,NA,inside-only,"wand-toys,toy-mice","nail-clip,scratching-post","becomes-aggressive,allergies-appear",NA,NA,42,45,402400,42045402400,4024,Census Tract 4024,G5020,S,495220,0,39.9160969,-75.2548444,Darby,PA,19023
12/23/2018,today,myself,TRUE,2,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,currently-have-pet,never-lived-with-or-owned-a-pet-before",$300.00,"$3,000.00",8 h,10 h,inside-only,"toy-mice,wand-toys,other-pets","nail-clip,scratching-post,other",none,other,NA,34,5,704006,34005704006,7040.06,Census Tract 7040.06,G5020,S,2523307,4998,39.8855283,-74.9296409,Marlton,NJ,8053
12/23/2018,today,my-kids,FALSE,0,1,yes,no-allergies,family-member-or-friend,NA,grew-up-with-pet,$200.00,$200.00,4 h,4h,inside-only,toy-mice,scratching-post,none,NA,NA,42,101,3100,42101003100,31,Census Tract 31,G5020,S,395908,0,39.9323428,-75.1779572,Philadelphia,PA,19145
12/23/2018,next-few-weeks,myself,TRUE,0,0,yes,no-allergies,company,yes,"euthanized-a-pet,grew-up-with-pet,currently-have-pet",$400.00,"$5,000.00",8 h,14 h,inside-only,"toy-mice,wand-toys,other-pets","nail-clip,scratching-post",becomes-aggressive,other,NA,42,101,8702,42101008702,87.02,Census Tract 87.02,G5020,S,283544,0,39.9538112,-75.2070434,Philadelphia,PA,19104
12/23/2018,today,"myself,my-kids,gift",FALSE,1,3,"yes,a-surprise",no-allergies,myself,NA,grew-up-with-pet,$150.00,$300.00,6 h,NA,inside-only,"toy-mice,wand-toys,other-pets",not-sure,none,NA,5c1fc899f249bd6e1f45d851,42,101,20700,42101020700,207,Census Tract 207,G5020,S,1424663,94030,40.0126929,-75.1944867,Philadelphia,PA,19129
12/23/2018,one-month-or-more,"myself,my-kids",FALSE,1,1,a-surprise,no-allergies,NA,NA,"given-pet-to-another,grew-up-with-pet",$75.00,$100.00,2 h,2 h,inside-only,"toy-mice,wand-toys",scratching-post,"allergies-appear,becomes-aggressive",NA,NA,42,101,26302,42101026302,263.02,Census Tract 263.02,G5020,S,704112,0,40.0687425,-75.1571945,Philadelphia,PA,19138
12/23/2018,today,myself,FALSE,0,3,yes,no-allergies,myself,NA,"grew-up-with-pet,currently-have-pet",$200.00,$200.00,6 h,6 h,inside-only,"toy-mice,other-pets",scratching-post,allergies-appear,NA,NA,42,101,29000,42101029000,290,Census Tract 290,G5020,S,817484,9921,40.0296096,-75.1166058,Philadelphia,PA,19120
12/23/2018,one-month-or-more,myself,TRUE,0,0,yes,mildly-allergic,company,yes,lived-wit-previous-housemates-pets,$200.00,"$1,000.00",10 h,NA,"inside-only,leash-harness","toy-mice,wand-toys,other-pets","scratching-post,other","not-allowed-new-living-space,moving-too-far,becomes-aggressive",other,NA,42,101,600,42101000600,6,Census Tract 6,G5020,S,172652,0,39.9493845,-75.1583355,Philadelphia,PA,19106
12/23/2018,today,my-kids,FALSE,1,1,yes,no-allergies,myself,NA,"given-a-pet-to-a-shelter,grew-up-with-pet",$200.00,"$1,000.00",2h,4h,inside-only,toy-mice,nail-clip,none,NA,NA,42,45,402400,42045402400,4024,Census Tract 4024,G5020,S,495220,0,39.9160969,-75.2548444,Darby,PA,19023
12/23/2018,today,"myself,my-kids",FALSE,2,4,yes,no-allergies,company,yes,grew-up-with-pet,$200.00,"$1,000.00",NA,3 h,inside-only,"toy-mice,wand-toys,other-pets",scratching-post,none,NA,NA,42,101,32500,42101032500,325,Census Tract 325,G5020,S,839319,0,40.0263918,-75.0452561,Philadelphia,PA,19135
12/22/2018,today,"myself,my-kids,mouser",TRUE,2,1,yes,no-allergies,myself,NA,"grew-up-with-pet,lived-wit-previous-housemates-pets",$250.00,$250.00,5 h,5 h,inside-only,"toy-mice,not-much",scratching-post,becomes-aggressive,website,5c1ebcd416ba2112af7da910,42,101,29000,42101029000,290,Census Tract 290,G5020,S,817484,9921,40.0296096,-75.1166058,Philadelphia,PA,19120
12/22/2018,today,my-kids,FALSE,0,1,yes,no-allergies,company,yes,"lived-wit-previous-housemates-pets,grew-up-with-pet",$300.00,$300.00,7 h,8 h,inside-only,"toy-mice,not-much",not-sure,becomes-aggressive,NA,NA,42,45,402500,42045402500,4025,Census Tract 4025,G5020,S,682512,0,39.9196539,-75.25917,Darby,PA,19023
12/22/2018,today,myself,FALSE,1,0,yes,no-allergies,myself,NA,grew-up-with-pet,$500.00,"$2,000.00",4 h,4 h,inside-with-yard-access,"wand-toys,toy-mice",nail-clip,none,NA,NA,42,101,31000,42101031000,310,Census Tract 310,G5020,S,1063411,0,40.0497292,-75.0744541,Philadelphia,PA,19111
12/22/2018,today,myself,TRUE,2,0,yes,"not-sure,no-allergies",family-member-or-friend,NA,grew-up-with-pet,$150.00,$100.00,NA,4 h,inside-only,"toy-mice,wand-toys",scratching-post,none,website,NA,42,101,34803,42101034803,348.03,Census Tract 348.03,G5020,S,1271528,8028,40.061978,-75.002478,Philadelphia,PA,19114
12/22/2018,one-month-or-more,myself,TRUE,1,0,yes,no-allergies,company,yes,lived-wit-previous-housemates-pets,$100.00,$500.00,6 h,6 h,"inside-only,inside-outside","toy-mice,wand-toys","not-sure,scratching-post","none,allergies-appear",website,NA,42,101,13300,42101013300,133,Census Tract 133,G5020,S,357932,0,39.9666126,-75.1629455,Philadelphia,PA,19130
12/22/2018,today,"my-kids,myself",FALSE,1,1,yes,no-allergies,myself,NA,"euthanized-a-pet,grew-up-with-pet",$100.00,$500.00,6 h,6 h,inside-only,"toy-mice,wand-toys",scratching-post,"none,becomes-aggressive",NA,NA,42,45,404400,42045404400,4044,Census Tract 4044,G5020,S,564447,0,39.8684176,-75.3581744,Philadelphia,PA,19050
12/22/2018,today,myself,FALSE,1,2,yes,no-allergies,myself,NA,currently-have-pet,$200.00,"$1,000.00",8 h,8 h,inside-only,"toy-mice,wand-toys",not-sure,becomes-aggressive,NA,NA,42,45,402100,42045402100,4021,Census Tract 4021,G5020,S,2495119,0,39.9346571,-75.2494382,Yeadon,PA,19050
