GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37
1400000US42003480200,42003480200,"Census Tract 4802, Allegheny County, Pennsylvania",1316,95,(X),(X),1139,109,86.6,3.9,1084,116,82.4,5.3,189,61,14.4,4.4,911,107,69.2,6.0,9,13,0.7,1.0,681,106,51.7,7.2,0,10,0.0,1.9,83,66,6.3,4.9,0,10,0.0,1.9,177,49,13.4,3.9,1087,119,82.6,5.5,9,13,0.7,1.0,1078,117,81.9,5.4,630,117,47.9,8.0,75,63,5.7,4.7,984,116,74.8,6.4,39,33,3.0,2.5,229,70,17.4,5.5,96,60,(X),(X),0,10,0.0,22.7,56,57,58.3,34.4,40,27,41.7,34.4,578,97,(X),(X),9,13,1.6,2.2,421,93,72.8,8.0,148,47,25.6,8.5,642,98,(X),(X),0,10,0.0,3.8,601,106,93.6,5.6,41,35,6.4,5.6
1400000US42003480300,42003480300,"Census Tract 4803, Allegheny County, Pennsylvania",1382,68,(X),(X),1201,88,86.9,4.7,1161,84,84.0,4.7,244,76,17.7,5.3,870,85,63.0,5.5,14,17,1.0,1.2,695,93,50.3,6.2,8,13,0.6,1.0,58,37,4.2,2.7,9,14,0.7,1.0,181,65,13.1,4.7,1139,92,82.4,5.1,10,19,0.7,1.3,1129,91,81.7,5.0,706,90,51.1,6.4,26,26,1.9,1.9,1085,89,78.5,4.9,23,20,1.7,1.5,243,70,17.6,5.1,126,51,(X),(X),0,10,0.0,17.9,66,34,52.4,19.5,60,37,47.6,19.5,625,96,(X),(X),0,10,0.0,3.9,484,99,77.4,9.4,141,60,22.6,9.4,631,84,(X),(X),10,19,1.6,2.9,579,85,91.8,5.7,42,31,6.7,4.9
1400000US42003480400,42003480400,"Census Tract 4804, Allegheny County, Pennsylvania",2074,111,(X),(X),1799,126,86.7,4.8,1694,123,81.7,5.6,497,115,24.0,5.4,1255,124,60.5,5.6,50,45,2.4,2.1,834,141,40.2,6.5,0,10,0.0,1.2,76,61,3.7,3.0,0,10,0.0,1.2,275,103,13.3,4.8,1650,138,79.6,6.2,11,16,0.5,0.8,1639,138,79.0,6.2,911,157,43.9,7.3,83,71,4.0,3.4,1556,143,75.0,6.6,50,41,2.4,2.0,424,136,20.4,6.2,378,120,(X),(X),0,10,0.0,6.4,175,73,46.3,19.5,203,115,53.7,19.5,837,140,(X),(X),11,16,1.3,1.9,605,120,72.3,10.6,221,104,26.4,10.8,859,130,(X),(X),0,10,0.0,2.9,859,130,100.0,2.9,0,10,0.0,2.9
1400000US42003481000,42003481000,"Census Tract 4810, Allegheny County, Pennsylvania",1250,142,(X),(X),1012,136,81.0,5.8,760,124,60.8,8.0,138,70,11.0,5.6,866,139,69.3,6.9,108,65,8.6,5.2,583,127,46.6,8.7,8,12,0.6,1.0,58,56,4.6,4.4,0,10,0.0,2.0,238,78,19.0,5.8,801,137,64.1,8.0,0,10,0.0,2.0,801,137,64.1,8.0,397,103,31.8,7.3,102,66,8.2,5.2,671,132,53.7,8.8,18,21,1.4,1.7,449,112,35.9,8.0,420,96,(X),(X),0,10,0.0,5.8,151,62,36.0,13.1,269,85,64.0,13.1,603,134,(X),(X),0,10,0.0,4.1,484,119,80.3,8.9,119,61,19.7,8.9,227,74,(X),(X),0,10,0.0,10.4,166,60,73.1,20.2,61,54,26.9,20.2
1400000US42003482500,42003482500,"Census Tract 4825, Allegheny County, Pennsylvania",818,57,(X),(X),682,57,83.4,4.3,583,66,71.3,7.5,147,47,18.0,5.8,487,66,59.5,7.0,59,41,7.2,4.9,351,67,42.9,7.7,20,23,2.4,2.8,23,15,2.8,1.9,0,10,0.0,3.0,136,37,16.6,4.3,630,59,77.0,5.2,11,9,1.3,1.1,619,58,75.7,5.0,313,57,38.3,6.6,54,39,6.6,4.8,555,67,67.8,7.0,0,10,0.0,3.0,188,45,23.0,5.2,203,64,(X),(X),5,7,2.5,3.7,132,55,65.0,12.4,66,26,32.5,12.1,339,66,(X),(X),6,9,1.8,2.7,225,49,66.4,9.2,108,41,31.9,9.1,276,50,(X),(X),0,10,0.0,8.7,262,49,94.9,4.6,14,13,5.1,4.6
1400000US42003483800,42003483800,"Census Tract 4838, Allegheny County, Pennsylvania",1395,117,(X),(X),953,97,68.3,6.5,751,125,53.8,9.6,105,56,7.5,4.1,796,119,57.1,7.5,38,35,2.7,2.5,722,123,51.8,8.2,35,40,2.5,2.9,26,38,1.9,2.8,0,10,0.0,1.8,442,110,31.7,6.5,745,140,53.4,9.7,47,44,3.4,3.3,698,144,50.0,9.4,404,108,29.0,6.9,108,64,7.7,4.5,548,145,39.3,10.3,16,19,1.1,1.3,650,153,46.6,9.7,467,106,(X),(X),0,10,0.0,5.2,149,70,31.9,14.1,318,101,68.1,14.1,797,120,(X),(X),47,44,5.9,5.8,476,123,59.7,14.3,274,137,34.4,14.7,131,72,(X),(X),0,10,0.0,17.3,73,45,55.7,25.2,58,51,44.3,25.2
1400000US42003484300,42003484300,"Census Tract 4843, Allegheny County, Pennsylvania",1387,143,(X),(X),1138,144,82.0,5.2,898,141,64.7,7.9,176,65,12.7,4.5,857,136,61.8,7.5,96,69,6.9,5.0,624,137,45.0,7.9,53,70,3.8,4.9,77,60,5.6,4.3,13,16,0.9,1.2,249,75,18.0,5.2,1019,129,73.5,7.2,21,17,1.5,1.2,998,126,72.0,7.2,445,92,32.1,6.3,81,57,5.8,4.1,912,133,65.8,7.8,25,28,1.8,2.0,368,113,26.5,7.2,278,115,(X),(X),0,10,0.0,8.6,85,61,30.6,20.9,193,104,69.4,20.9,598,120,(X),(X),21,17,3.5,2.8,423,104,70.7,9.4,154,59,25.8,8.7,511,112,(X),(X),0,10,0.0,4.8,490,116,95.9,4.3,21,21,4.1,4.3
1400000US42003484500,42003484500,"Census Tract 4845, Allegheny County, Pennsylvania",2664,183,(X),(X),2219,194,83.3,4.2,2049,181,76.9,4.7,482,149,18.1,5.3,1627,182,61.1,5.4,91,69,3.4,2.5,1292,179,48.5,5.8,18,30,0.7,1.1,76,96,2.9,3.6,0,15,0.0,0.9,445,112,16.7,4.2,2172,190,81.5,5.0,19,30,0.7,1.1,2153,190,80.8,5.1,1051,173,39.5,6.2,140,95,5.3,3.5,1995,201,74.9,6.3,46,43,1.7,1.6,492,140,18.5,5.0,460,139,(X),(X),0,15,0.0,5.3,283,124,61.5,16.5,177,86,38.5,16.5,1226,194,(X),(X),19,30,1.5,2.4,910,169,74.2,7.9,297,108,24.2,7.8,978,172,(X),(X),0,15,0.0,2.5,960,175,98.2,2.9,18,29,1.8,2.9
1400000US42003484600,42003484600,"Census Tract 4846, Allegheny County, Pennsylvania",1046,95,(X),(X),794,93,75.9,7.7,697,89,66.6,7.9,203,72,19.4,6.7,537,92,51.3,8.2,51,55,4.9,5.1,405,104,38.7,9.7,0,10,0.0,2.4,35,39,3.3,3.7,0,10,0.0,2.4,252,89,24.1,7.7,698,88,66.7,7.7,9,14,0.9,1.3,689,86,65.9,7.6,299,89,28.6,8.3,55,43,5.3,4.0,634,91,60.6,8.5,0,10,0.0,2.4,348,93,33.3,7.7,251,87,(X),(X),0,10,0.0,9.5,80,52,31.9,16.2,171,68,68.1,16.2,554,98,(X),(X),0,10,0.0,4.4,385,101,69.5,14.1,169,83,30.5,14.1,241,74,(X),(X),9,14,3.7,5.9,224,74,92.9,8.0,8,13,3.3,5.5
1400000US42003485000,42003485000,"Census Tract 4850, Allegheny County, Pennsylvania",526,42,(X),(X),419,46,79.7,5.3,341,49,64.8,7.9,76,24,14.4,4.5,320,45,60.8,6.4,14,9,2.7,1.7,228,41,43.3,6.6,7,7,1.3,1.4,46,37,8.7,7.0,0,10,0.0,4.6,107,28,20.3,5.3,374,46,71.1,6.6,8,12,1.5,2.2,366,49,69.6,7.3,168,40,31.9,7.0,44,28,8.4,5.1,319,50,60.6,8.7,10,9,1.9,1.7,152,37,28.9,6.6,113,36,(X),(X),0,10,0.0,19.7,52,23,46.0,15.8,61,28,54.0,15.8,291,47,(X),(X),8,12,2.7,4.0,202,51,69.4,10.2,81,27,27.8,9.7,122,32,(X),(X),0,10,0.0,18.4,112,30,91.8,5.7,10,8,8.2,5.7
1400000US42003486700,42003486700,"Census Tract 4867, Allegheny County, Pennsylvania",1019,119,(X),(X),772,123,75.8,8.9,445,96,43.7,9.5,59,40,5.8,3.9,657,128,64.5,10.0,188,88,18.4,8.3,419,99,41.1,8.9,27,28,2.6,2.7,15,18,1.5,1.7,0,10,0.0,2.4,247,97,24.2,8.9,574,117,56.3,10.2,0,10,0.0,2.4,574,117,56.3,10.2,375,125,36.8,11.6,170,88,16.7,8.6,333,86,32.7,8.1,39,28,3.8,2.8,445,123,43.7,10.2,571,130,(X),(X),0,10,0.0,4.3,271,119,47.5,16.5,300,107,52.5,16.5,288,88,(X),(X),0,10,0.0,8.3,209,76,72.6,13.3,79,44,27.4,13.3,160,71,(X),(X),0,10,0.0,14.4,94,39,58.8,24.6,66,60,41.3,24.6
1400000US42003486800,42003486800,"Census Tract 4868, Allegheny County, Pennsylvania",721,81,(X),(X),522,77,72.4,6.8,380,75,52.7,8.9,99,43,13.7,6.0,382,74,53.0,7.6,63,45,8.7,6.1,299,81,41.5,9.3,23,26,3.2,3.5,37,35,5.1,4.9,0,10,0.0,3.4,199,53,27.6,6.8,379,70,52.6,9.5,0,10,0.0,3.4,379,70,52.6,9.5,238,64,33.0,8.5,92,58,12.8,8.0,252,62,35.0,8.8,39,31,5.4,4.2,342,87,47.4,9.5,292,74,(X),(X),0,10,0.0,8.2,45,27,15.4,8.7,247,69,84.6,8.7,324,60,(X),(X),0,10,0.0,7.4,246,61,75.9,10.5,78,34,24.1,10.5,105,56,(X),(X),0,10,0.0,21.0,88,47,83.8,23.3,17,27,16.2,23.3
1400000US42003486900,42003486900,"Census Tract 4869, Allegheny County, Pennsylvania",540,69,(X),(X),399,63,73.9,7.6,268,63,49.6,10.9,43,28,8.0,5.2,343,63,63.5,8.0,81,48,15.0,8.6,226,64,41.9,10.3,0,10,0.0,4.5,0,10,0.0,4.5,0,10,0.0,4.5,141,46,26.1,7.6,300,55,55.6,9.5,0,10,0.0,4.5,300,55,55.6,9.5,168,49,31.1,8.3,57,35,10.6,6.5,235,57,43.5,10.6,7,13,1.3,2.4,240,67,44.4,9.5,201,57,(X),(X),0,10,0.0,11.7,67,40,33.3,18.1,134,52,66.7,18.1,307,60,(X),(X),0,10,0.0,7.8,205,48,66.8,11.6,102,44,33.2,11.6,32,25,(X),(X),0,10,0.0,46.0,28,24,87.5,20.2,4,6,12.5,20.2
1400000US42003487000,42003487000,"Census Tract 4870, Allegheny County, Pennsylvania",912,48,(X),(X),728,57,79.8,4.6,633,70,69.4,6.1,185,54,20.3,5.9,516,68,56.6,6.6,56,40,6.1,4.4,358,63,39.3,6.5,8,12,0.9,1.3,23,29,2.5,3.1,0,10,0.0,2.7,184,44,20.2,4.6,678,58,74.3,4.9,9,13,1.0,1.4,669,62,73.4,5.3,317,55,34.8,6.0,64,28,7.0,3.1,605,66,66.3,5.8,19,19,2.1,2.0,234,47,25.7,4.9,234,50,(X),(X),9,13,3.8,5.2,132,43,56.4,13.4,93,32,39.7,12.3,471,73,(X),(X),0,10,0.0,5.2,330,62,70.1,8.2,141,46,29.9,8.2,207,55,(X),(X),0,10,0.0,11.4,207,55,100.0,11.4,0,10,0.0,11.4
1400000US42003488100,42003488100,"Census Tract 4881, Allegheny County, Pennsylvania",922,74,(X),(X),721,79,78.2,5.7,624,81,67.7,7.2,136,34,14.8,3.6,532,66,57.7,6.0,59,36,6.4,3.9,380,69,41.2,6.6,6,9,0.7,0.9,22,26,2.4,2.8,0,10,0.0,2.7,201,55,21.8,5.7,645,74,70.0,6.1,5,8,0.5,0.8,640,75,69.4,6.1,330,63,35.8,6.3,39,24,4.2,2.6,590,75,64.0,6.3,46,26,5.0,2.7,277,61,30.0,6.1,173,49,(X),(X),0,10,0.0,13.4,69,28,39.9,12.8,104,39,60.1,12.8,459,78,(X),(X),0,10,0.0,5.3,310,65,67.5,9.1,149,49,32.5,9.1,290,59,(X),(X),5,8,1.7,2.7,261,54,90.0,8.6,24,25,8.3,8.0
1400000US42003488200,42003488200,"Census Tract 4882, Allegheny County, Pennsylvania",1284,112,(X),(X),1026,132,79.9,8.3,909,137,70.8,9.3,213,82,16.6,5.6,722,105,56.2,8.7,38,36,3.0,2.8,588,117,45.8,9.3,37,41,2.9,3.2,19,21,1.5,1.6,0,10,0.0,1.9,258,110,20.1,8.3,879,125,68.5,9.3,10,17,0.8,1.3,869,121,67.7,9.2,547,103,42.6,8.8,124,76,9.7,5.8,722,124,56.2,9.7,43,31,3.3,2.4,405,131,31.5,9.3,375,117,(X),(X),0,10,0.0,6.4,133,87,35.5,20.7,242,101,64.5,20.7,554,131,(X),(X),0,10,0.0,4.4,428,117,77.3,11.0,126,67,22.7,11.0,355,78,(X),(X),10,17,2.8,4.5,308,73,86.8,8.5,37,29,10.4,7.8
1400000US42003488300,42003488300,"Census Tract 4883, Allegheny County, Pennsylvania",934,68,(X),(X),784,68,83.9,4.3,726,65,77.7,4.5,199,63,21.3,6.5,511,74,54.7,7.2,31,15,3.3,1.6,440,76,47.1,7.7,17,15,1.8,1.6,59,47,6.3,5.0,0,10,0.0,2.6,150,42,16.1,4.3,684,76,73.2,5.8,23,18,2.5,1.9,661,79,70.8,6.2,393,75,42.1,7.6,33,23,3.5,2.4,623,77,66.7,6.3,29,30,3.1,3.2,250,56,26.8,5.8,125,43,(X),(X),0,10,0.0,18.0,58,36,46.4,18.4,67,23,53.6,18.4,449,75,(X),(X),6,10,1.3,2.2,281,59,62.6,10.0,162,55,36.1,9.9,360,63,(X),(X),17,15,4.7,4.2,322,64,89.4,6.9,21,18,5.8,4.8
1400000US42003488400,42003488400,"Census Tract 4884, Allegheny County, Pennsylvania",2122,132,(X),(X),1695,159,79.9,5.9,1554,169,73.2,7.1,298,107,14.0,5.0,1288,174,60.7,7.5,12,20,0.6,0.9,1050,174,49.5,7.7,24,27,1.1,1.3,31,36,1.5,1.7,0,10,0.0,1.2,427,131,20.1,5.9,1692,175,79.7,6.2,73,78,3.4,3.7,1619,184,76.3,7.1,839,164,39.5,6.9,127,106,6.0,5.0,1400,205,66.0,8.9,15,25,0.7,1.2,430,132,20.3,6.2,447,134,(X),(X),15,24,3.4,5.4,200,91,44.7,15.5,232,98,51.9,15.6,1190,175,(X),(X),58,75,4.9,6.1,947,176,79.6,8.6,185,83,15.5,7.2,485,129,(X),(X),0,10,0.0,5.0,472,130,97.3,4.1,13,19,2.7,4.1
1400000US42003488500,42003488500,"Census Tract 4885, Allegheny County, Pennsylvania",1265,97,(X),(X),1107,97,87.5,4.7,982,108,77.6,6.8,205,50,16.2,4.1,802,109,63.4,6.8,55,67,4.3,5.3,675,102,53.4,6.8,36,25,2.8,2.0,21,19,1.7,1.5,0,10,0.0,2.0,158,61,12.5,4.7,992,108,78.4,7.0,14,15,1.1,1.2,978,111,77.3,7.2,514,111,40.6,8.4,78,71,6.2,5.7,877,115,69.3,7.8,60,39,4.7,3.1,273,93,21.6,7.0,161,91,(X),(X),0,10,0.0,14.3,23,25,14.3,15.5,138,86,85.7,15.5,657,113,(X),(X),0,10,0.0,3.7,541,109,82.3,6.7,116,45,17.7,6.7,447,87,(X),(X),14,15,3.1,3.4,414,81,92.6,5.5,19,21,4.3,4.5
1400000US42003488600,42003488600,"Census Tract 4886, Allegheny County, Pennsylvania",2185,133,(X),(X),1851,160,84.7,6.1,1703,177,77.9,7.6,250,89,11.4,4.1,1555,160,71.2,6.2,50,53,2.3,2.4,1157,188,53.0,8.4,0,10,0.0,1.1,34,49,1.6,2.2,0,10,0.0,1.1,334,137,15.3,6.1,1750,160,80.1,6.3,16,26,0.7,1.2,1734,159,79.4,6.4,950,174,43.5,8.0,112,82,5.1,3.7,1564,187,71.6,8.4,78,58,3.6,2.6,435,144,19.9,6.3,490,145,(X),(X),0,10,0.0,5.0,258,101,52.7,15.0,232,107,47.3,15.0,905,171,(X),(X),16,26,1.8,2.9,710,168,78.5,9.5,179,84,19.8,9.1,790,139,(X),(X),0,10,0.0,3.1,766,141,97.0,3.7,24,29,3.0,3.7
1400000US42003489001,42003489001,"Census Tract 4890.01, Allegheny County, Pennsylvania",2068,103,(X),(X),1689,132,81.7,5.9,1604,126,77.6,5.9,256,90,12.4,4.3,1248,130,60.3,6.2,28,32,1.4,1.5,1021,125,49.4,6.2,16,25,0.8,1.2,164,74,7.9,3.5,31,25,1.5,1.2,379,127,18.3,5.9,1591,131,76.9,6.2,0,10,0.0,1.2,1591,131,76.9,6.2,863,157,41.7,7.5,133,87,6.4,4.2,1458,133,70.5,6.4,0,10,0.0,1.2,477,136,23.1,6.2,316,129,(X),(X),0,10,0.0,7.6,75,74,23.7,21.9,241,120,76.3,21.9,951,152,(X),(X),0,10,0.0,2.6,744,138,78.2,8.9,207,94,21.8,8.9,801,124,(X),(X),0,10,0.0,3.1,772,122,96.4,4.3,29,35,3.6,4.3
1400000US42003489002,42003489002,"Census Tract 4890.02, Allegheny County, Pennsylvania",1532,68,(X),(X),1402,81,91.5,2.9,1282,77,83.7,4.5,220,64,14.4,4.1,1062,101,69.3,5.6,30,24,2.0,1.5,923,88,60.2,4.8,8,12,0.5,0.8,29,25,1.9,1.6,0,10,0.0,1.6,130,45,8.5,2.9,1326,74,86.6,3.5,24,21,1.6,1.4,1302,79,85.0,3.8,830,107,54.2,6.6,37,25,2.4,1.6,1217,76,79.4,4.3,68,50,4.4,3.2,206,55,13.4,3.5,143,57,(X),(X),0,10,0.0,16.0,86,47,60.1,19.2,57,32,39.9,19.2,532,92,(X),(X),0,10,0.0,4.6,450,91,84.6,6.8,82,36,15.4,6.8,857,92,(X),(X),24,21,2.8,2.4,766,91,89.4,6.1,67,48,7.8,5.4
1400000US42003490002,42003490002,"Census Tract 4900.02, Allegheny County, Pennsylvania",2130,123,(X),(X),1882,140,88.4,4.1,1645,146,77.2,6.2,250,99,11.7,4.7,1528,154,71.7,5.6,34,39,1.6,1.8,1323,192,62.1,7.6,19,31,0.9,1.4,82,60,3.8,2.8,0,10,0.0,1.2,248,89,11.6,4.1,1840,137,86.4,4.7,18,28,0.8,1.3,1822,138,85.5,4.8,1024,173,48.1,8.1,84,81,3.9,3.8,1706,150,80.1,5.7,77,89,3.6,4.2,290,103,13.6,4.7,309,109,(X),(X),0,10,0.0,7.8,255,102,82.5,15.2,54,48,17.5,15.2,1192,169,(X),(X),18,28,1.5,2.4,968,174,81.2,8.0,206,92,17.3,7.7,629,108,(X),(X),0,10,0.0,3.9,599,109,95.2,5.9,30,37,4.8,5.9
1400000US42003490003,42003490003,"Census Tract 4900.03, Allegheny County, Pennsylvania",1479,66,(X),(X),1361,74,92.0,3.4,1320,83,89.2,4.1,149,48,10.1,3.2,1119,79,75.7,4.9,23,35,1.6,2.4,827,123,55.9,7.8,11,13,0.7,0.9,40,29,2.7,1.9,0,10,0.0,1.7,118,52,8.0,3.4,1361,76,92.0,3.2,0,10,0.0,1.7,1361,76,92.0,3.2,761,102,51.5,6.5,51,29,3.4,1.9,1296,72,87.6,3.6,17,20,1.1,1.3,118,48,8.0,3.2,112,54,(X),(X),0,10,0.0,19.9,82,47,73.2,18.9,30,24,26.8,18.9,552,97,(X),(X),0,10,0.0,4.4,464,94,84.1,7.2,88,41,15.9,7.2,815,101,(X),(X),0,10,0.0,3.0,815,101,100.0,3.0,0,10,0.0,3.0
1400000US42003490004,42003490004,"Census Tract 4900.04, Allegheny County, Pennsylvania",1915,84,(X),(X),1821,94,95.1,2.7,1725,105,90.1,3.7,209,73,10.9,3.8,1545,109,80.7,4.7,30,32,1.6,1.7,1207,125,63.0,5.9,9,14,0.5,0.8,44,33,2.3,1.7,0,10,0.0,1.3,94,51,4.9,2.7,1754,90,91.6,3.3,9,14,0.5,0.7,1745,92,91.1,3.3,1179,117,61.6,5.6,84,42,4.4,2.2,1661,98,86.7,3.7,45,48,2.3,2.5,161,65,8.4,3.3,112,59,(X),(X),0,10,0.0,19.9,55,39,49.1,28.8,57,46,50.9,28.8,752,105,(X),(X),9,14,1.2,1.9,684,107,91.0,5.4,59,39,7.8,5.1,1051,111,(X),(X),0,10,0.0,2.3,1006,109,95.7,3.3,45,35,4.3,3.3
1400000US42003491101,42003491101,"Census Tract 4911.01, Allegheny County, Pennsylvania",2567,131,(X),(X),2371,126,92.4,3.1,2295,133,89.4,3.3,216,91,8.4,3.4,2075,132,80.8,4.7,31,35,1.2,1.4,1617,200,63.0,6.6,0,15,0.0,1.0,220,149,8.6,5.9,14,23,0.5,0.9,196,84,7.6,3.1,2336,130,91.0,3.0,15,24,0.6,0.9,2321,130,90.4,3.1,1697,165,66.1,6.7,84,56,3.3,2.2,2237,138,87.1,3.6,0,15,0.0,1.0,231,79,9.0,3.0,219,108,(X),(X),0,15,0.0,10.8,145,92,66.2,21.8,74,53,33.8,21.8,765,138,(X),(X),15,24,2.0,3.2,641,131,83.8,8.3,109,63,14.2,7.8,1583,152,(X),(X),0,15,0.0,1.6,1535,145,97.0,2.3,48,38,3.0,2.3
1400000US42003491200,42003491200,"Census Tract 4912, Allegheny County, Pennsylvania",881,73,(X),(X),798,71,90.6,3.7,732,67,83.1,5.3,168,50,19.1,5.5,579,71,65.7,6.6,28,30,3.2,3.4,444,57,50.4,6.0,27,26,3.1,2.9,9,10,1.0,1.1,0,10,0.0,2.8,83,33,9.4,3.7,767,70,87.1,3.8,7,11,0.8,1.3,760,72,86.3,4.0,369,65,41.9,6.5,57,31,6.5,3.4,679,62,77.1,5.1,15,13,1.7,1.4,114,35,12.9,3.8,106,45,(X),(X),0,10,0.0,20.8,72,39,67.9,18.5,34,22,32.1,18.5,446,68,(X),(X),7,11,1.6,2.6,359,63,80.5,7.5,80,35,17.9,7.1,329,50,(X),(X),0,10,0.0,7.3,329,50,100.0,7.3,0,10,0.0,7.3
1400000US42003492700,42003492700,"Census Tract 4927, Allegheny County, Pennsylvania",857,74,(X),(X),758,76,88.4,5.0,571,73,66.6,7.5,100,35,11.7,4.1,610,83,71.2,7.0,59,44,6.9,5.0,485,75,56.6,7.5,0,10,0.0,2.9,22,28,2.6,3.2,0,10,0.0,2.9,99,45,11.6,5.0,571,69,66.6,6.8,0,10,0.0,2.9,571,69,66.6,6.8,348,62,40.6,6.4,121,62,14.1,7.0,446,74,52.0,8.3,15,12,1.8,1.4,286,68,33.4,6.8,251,82,(X),(X),0,10,0.0,9.5,146,63,58.2,15.6,105,52,41.8,15.6,419,80,(X),(X),0,10,0.0,5.8,262,64,62.5,12.0,157,63,37.5,12.0,187,64,(X),(X),0,10,0.0,12.5,163,54,87.2,13.9,24,30,12.8,13.9
1400000US42003492800,42003492800,"Census Tract 4928, Allegheny County, Pennsylvania",1220,109,(X),(X),833,127,68.3,8.7,584,128,47.9,9.4,179,94,14.7,7.4,589,127,48.3,10.7,63,57,5.2,4.7,505,145,41.4,11.5,49,45,4.0,3.6,25,38,2.0,3.1,0,10,0.0,2.0,387,113,31.7,8.7,650,122,53.3,8.4,10,17,0.8,1.4,640,123,52.5,8.7,337,100,27.6,8.0,116,62,9.5,5.0,501,115,41.1,8.6,59,42,4.8,3.5,570,111,46.7,8.4,452,100,(X),(X),0,10,0.0,5.4,172,91,38.1,17.7,280,98,61.9,17.7,580,119,(X),(X),10,17,1.7,3.0,293,83,50.5,9.9,277,79,47.8,9.5,188,98,(X),(X),0,10,0.0,12.4,175,96,93.1,10.8,13,20,6.9,10.8
1400000US42003492900,42003492900,"Census Tract 4929, Allegheny County, Pennsylvania",914,82,(X),(X),771,88,84.4,6.4,664,91,72.6,7.1,131,54,14.3,5.9,623,91,68.2,7.8,65,41,7.1,4.5,488,104,53.4,10.2,0,10,0.0,2.7,29,35,3.2,3.7,0,10,0.0,2.7,143,61,15.6,6.4,735,85,80.4,5.5,0,10,0.0,2.7,735,85,80.4,5.5,388,96,42.5,8.8,61,42,6.7,4.4,637,85,69.7,7.0,43,29,4.7,3.2,179,52,19.6,5.5,161,66,(X),(X),0,10,0.0,14.3,113,53,70.2,14.7,48,29,29.8,14.7,576,97,(X),(X),0,10,0.0,4.2,461,95,80.0,7.3,115,43,20.0,7.3,177,82,(X),(X),0,10,0.0,13.1,161,79,91.0,9.6,16,17,9.0,9.6
