GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC03_MOE_VC04,Male; Margin of Error; Population 18 to 24 years - High school graduate (includes equivalency)
HC04_EST_VC04,Percent Male; Estimate; Population 18 to 24 years - High school graduate (includes equivalency)
HC04_MOE_VC04,Percent Male; Margin of Error; Population 18 to 24 years - High school graduate (includes equivalency)
HC05_EST_VC04,Female; Estimate; Population 18 to 24 years - High school graduate (includes equivalency)
HC05_MOE_VC04,Female; Margin of Error; Population 18 to 24 years - High school graduate (includes equivalency)
HC06_EST_VC04,Percent Female; Estimate; Population 18 to 24 years - High school graduate (includes equivalency)
HC06_MOE_VC04,Percent Female; Margin of Error; Population 18 to 24 years - High school graduate (includes equivalency)
HC01_EST_VC05,Total; Estimate; Population 18 to 24 years - Some college or associate's degree
HC01_MOE_VC05,Total; Margin of Error; Population 18 to 24 years - Some college or associate's degree
HC02_EST_VC05,Percent; Estimate; Population 18 to 24 years - Some college or associate's degree
HC02_MOE_VC05,Percent; Margin of Error; Population 18 to 24 years - Some college or associate's degree
HC03_EST_VC05,Male; Estimate; Population 18 to 24 years - Some college or associate's degree
HC03_MOE_VC05,Male; Margin of Error; Population 18 to 24 years - Some college or associate's degree
HC04_EST_VC05,Percent Male; Estimate; Population 18 to 24 years - Some college or associate's degree
HC04_MOE_VC05,Percent Male; Margin of Error; Population 18 to 24 years - Some college or associate's degree
HC05_EST_VC05,Female; Estimate; Population 18 to 24 years - Some college or associate's degree
HC05_MOE_VC05,Female; Margin of Error; Population 18 to 24 years - Some college or associate's degree
HC06_EST_VC05,Percent Female; Estimate; Population 18 to 24 years - Some college or associate's degree
HC06_MOE_VC05,Percent Female; Margin of Error; Population 18 to 24 years - Some college or associate's degree
HC01_EST_VC06,Total; Estimate; Population 18 to 24 years - Bachelor's degree or higher
HC01_MOE_VC06,Total; Margin of Error; Population 18 to 24 years - Bachelor's degree or higher
HC02_EST_VC06,Percent; Estimate; Population 18 to 24 years - Bachelor's degree or higher
HC02_MOE_VC06,Percent; Margin of Error; Population 18 to 24 years - Bachelor's degree or higher
HC03_EST_VC06,Male; Estimate; Population 18 to 24 years - Bachelor's degree or higher
HC03_MOE_VC06,Male; Margin of Error; Population 18 to 24 years - Bachelor's degree or higher
HC04_EST_VC06,Percent Male; Estimate; Population 18 to 24 years - Bachelor's degree or higher
HC04_MOE_VC06,Percent Male; Margin of Error; Population 18 to 24 years - Bachelor's degree or higher
HC05_EST_VC06,Female; Estimate; Population 18 to 24 years - Bachelor's degree or higher
HC05_MOE_VC06,Female; Margin of Error; Population 18 to 24 years - Bachelor's degree or higher
HC06_EST_VC06,Percent Female; Estimate; Population 18 to 24 years - Bachelor's degree or higher
HC06_MOE_VC06,Percent Female; Margin of Error; Population 18 to 24 years - Bachelor's degree or higher
HC01_EST_VC08,Total; Estimate; Population 25 years and over
HC01_MOE_VC08,Total; Margin of Error; Population 25 years and over
HC02_EST_VC08,Percent; Estimate; Population 25 years and over
HC02_MOE_VC08,Percent; Margin of Error; Population 25 years and over
HC03_EST_VC08,Male; Estimate; Population 25 years and over
HC03_MOE_VC08,Male; Margin of Error; Population 25 years and over
HC04_EST_VC08,Percent Male; Estimate; Population 25 years and over
HC04_MOE_VC08,Percent Male; Margin of Error; Population 25 years and over
HC05_EST_VC08,Female; Estimate; Population 25 years and over
HC05_MOE_VC08,Female; Margin of Error; Population 25 years and over
HC06_EST_VC08,Percent Female; Estimate; Population 25 years and over
HC06_MOE_VC08,Percent Female; Margin of Error; Population 25 years and over
HC01_EST_VC09,Total; Estimate; Population 25 years and over - Less than 9th grade
HC01_MOE_VC09,Total; Margin of Error; Population 25 years and over - Less than 9th grade
HC02_EST_VC09,Percent; Estimate; Population 25 years and over - Less than 9th grade
HC02_MOE_VC09,Percent; Margin of Error; Population 25 years and over - Less than 9th grade
HC03_EST_VC09,Male; Estimate; Population 25 years and over - Less than 9th grade
HC03_MOE_VC09,Male; Margin of Error; Population 25 years and over - Less than 9th grade
HC04_EST_VC09,Percent Male; Estimate; Population 25 years and over - Less than 9th grade
HC04_MOE_VC09,Percent Male; Margin of Error; Population 25 years and over - Less than 9th grade
HC05_EST_VC09,Female; Estimate; Population 25 years and over - Less than 9th grade
HC05_MOE_VC09,Female; Margin of Error; Population 25 years and over - Less than 9th grade
HC06_EST_VC09,Percent Female; Estimate; Population 25 years and over - Less than 9th grade
HC06_MOE_VC09,Percent Female; Margin of Error; Population 25 years and over - Less than 9th grade
HC01_EST_VC10,"Total; Estimate; Population 25 years and over - 9th to 12th grade, no diploma"
HC01_MOE_VC10,"Total; Margin of Error; Population 25 years and over - 9th to 12th grade, no diploma"
HC02_EST_VC10,"Percent; Estimate; Population 25 years and over - 9th to 12th grade, no diploma"
HC02_MOE_VC10,"Percent; Margin of Error; Population 25 years and over - 9th to 12th grade, no diploma"
HC03_EST_VC10,"Male; Estimate; Population 25 years and over - 9th to 12th grade, no diploma"
HC03_MOE_VC10,"Male; Margin of Error; Population 25 years and over - 9th to 12th grade, no diploma"
HC04_EST_VC10,"Percent Male; Estimate; Population 25 years and over - 9th to 12th grade, no diploma"
HC04_MOE_VC10,"Percent Male; Margin of Error; Population 25 years and over - 9th to 12th grade, no diploma"
HC05_EST_VC10,"Female; Estimate; Population 25 years and over - 9th to 12th grade, no diploma"
HC05_MOE_VC10,"Female; Margin of Error; Population 25 years and over - 9th to 12th grade, no diploma"
HC06_EST_VC10,"Percent Female; Estimate; Population 25 years and over - 9th to 12th grade, no diploma"
HC06_MOE_VC10,"Percent Female; Margin of Error; Population 25 years and over - 9th to 12th grade, no diploma"
HC01_EST_VC11,Total; Estimate; Population 25 years and over - High school graduate (includes equivalency)
HC01_MOE_VC11,Total; Margin of Error; Population 25 years and over - High school graduate (includes equivalency)
HC02_EST_VC11,Percent; Estimate; Population 25 years and over - High school graduate (includes equivalency)
HC02_MOE_VC11,Percent; Margin of Error; Population 25 years and over - High school graduate (includes equivalency)
HC03_EST_VC11,Male; Estimate; Population 25 years and over - High school graduate (includes equivalency)
HC03_MOE_VC11,Male; Margin of Error; Population 25 years and over - High school graduate (includes equivalency)
HC04_EST_VC11,Percent Male; Estimate; Population 25 years and over - High school graduate (includes equivalency)
HC04_MOE_VC11,Percent Male; Margin of Error; Population 25 years and over - High school graduate (includes equivalency)
HC05_EST_VC11,Female; Estimate; Population 25 years and over - High school graduate (includes equivalency)
HC05_MOE_VC11,Female; Margin of Error; Population 25 years and over - High school graduate (includes equivalency)
HC06_EST_VC11,Percent Female; Estimate; Population 25 years and over - High school graduate (includes equivalency)
HC06_MOE_VC11,Percent Female; Margin of Error; Population 25 years and over - High school graduate (includes equivalency)
HC01_EST_VC12,"Total; Estimate; Population 25 years and over - Some college, no degree"
HC01_MOE_VC12,"Total; Margin of Error; Population 25 years and over - Some college, no degree"
HC02_EST_VC12,"Percent; Estimate; Population 25 years and over - Some college, no degree"
HC02_MOE_VC12,"Percent; Margin of Error; Population 25 years and over - Some college, no degree"
HC03_EST_VC12,"Male; Estimate; Population 25 years and over - Some college, no degree"
HC03_MOE_VC12,"Male; Margin of Error; Population 25 years and over - Some college, no degree"
HC04_EST_VC12,"Percent Male; Estimate; Population 25 years and over - Some college, no degree"
HC04_MOE_VC12,"Percent Male; Margin of Error; Population 25 years and over - Some college, no degree"
HC05_EST_VC12,"Female; Estimate; Population 25 years and over - Some college, no degree"
HC05_MOE_VC12,"Female; Margin of Error; Population 25 years and over - Some college, no degree"
HC06_EST_VC12,"Percent Female; Estimate; Population 25 years and over - Some college, no degree"
HC06_MOE_VC12,"Percent Female; Margin of Error; Population 25 years and over - Some college, no degree"
HC01_EST_VC13,Total; Estimate; Population 25 years and over - Associate's degree
HC01_MOE_VC13,Total; Margin of Error; Population 25 years and over - Associate's degree
HC02_EST_VC13,Percent; Estimate; Population 25 years and over - Associate's degree
HC02_MOE_VC13,Percent; Margin of Error; Population 25 years and over - Associate's degree
HC03_EST_VC13,Male; Estimate; Population 25 years and over - Associate's degree
HC03_MOE_VC13,Male; Margin of Error; Population 25 years and over - Associate's degree
HC04_EST_VC13,Percent Male; Estimate; Population 25 years and over - Associate's degree
HC04_MOE_VC13,Percent Male; Margin of Error; Population 25 years and over - Associate's degree
HC05_EST_VC13,Female; Estimate; Population 25 years and over - Associate's degree
HC05_MOE_VC13,Female; Margin of Error; Population 25 years and over - Associate's degree
HC06_EST_VC13,Percent Female; Estimate; Population 25 years and over - Associate's degree
HC06_MOE_VC13,Percent Female; Margin of Error; Population 25 years and over - Associate's degree
HC01_EST_VC14,Total; Estimate; Population 25 years and over - Bachelor's degree
HC01_MOE_VC14,Total; Margin of Error; Population 25 years and over - Bachelor's degree
HC02_EST_VC14,Percent; Estimate; Population 25 years and over - Bachelor's degree
HC02_MOE_VC14,Percent; Margin of Error; Population 25 years and over - Bachelor's degree
HC03_EST_VC14,Male; Estimate; Population 25 years and over - Bachelor's degree
HC03_MOE_VC14,Male; Margin of Error; Population 25 years and over - Bachelor's degree
HC04_EST_VC14,Percent Male; Estimate; Population 25 years and over - Bachelor's degree
HC04_MOE_VC14,Percent Male; Margin of Error; Population 25 years and over - Bachelor's degree
HC05_EST_VC14,Female; Estimate; Population 25 years and over - Bachelor's degree
HC05_MOE_VC14,Female; Margin of Error; Population 25 years and over - Bachelor's degree
HC06_EST_VC14,Percent Female; Estimate; Population 25 years and over - Bachelor's degree
HC06_MOE_VC14,Percent Female; Margin of Error; Population 25 years and over - Bachelor's degree
HC01_EST_VC15,Total; Estimate; Population 25 years and over - Graduate or professional degree
HC01_MOE_VC15,Total; Margin of Error; Population 25 years and over - Graduate or professional degree
HC02_EST_VC15,Percent; Estimate; Population 25 years and over - Graduate or professional degree
HC02_MOE_VC15,Percent; Margin of Error; Population 25 years and over - Graduate or professional degree
HC03_EST_VC15,Male; Estimate; Population 25 years and over - Graduate or professional degree
HC03_MOE_VC15,Male; Margin of Error; Population 25 years and over - Graduate or professional degree
HC04_EST_VC15,Percent Male; Estimate; Population 25 years and over - Graduate or professional degree
HC04_MOE_VC15,Percent Male; Margin of Error; Population 25 years and over - Graduate or professional degree
HC05_EST_VC15,Female; Estimate; Population 25 years and over - Graduate or professional degree
HC05_MOE_VC15,Female; Margin of Error; Population 25 years and over - Graduate or professional degree
HC06_EST_VC15,Percent Female; Estimate; Population 25 years and over - Graduate or professional degree
HC06_MOE_VC15,Percent Female; Margin of Error; Population 25 years and over - Graduate or professional degree
HC01_EST_VC17,Total; Estimate; Percent high school graduate or higher
HC01_MOE_VC17,Total; Margin of Error; Percent high school graduate or higher
HC02_EST_VC17,Percent; Estimate; Percent high school graduate or higher
HC02_MOE_VC17,Percent; Margin of Error; Percent high school graduate or higher
HC03_EST_VC17,Male; Estimate; Percent high school graduate or higher
HC03_MOE_VC17,Male; Margin of Error; Percent high school graduate or higher
HC04_EST_VC17,Percent Male; Estimate; Percent high school graduate or higher
HC04_MOE_VC17,Percent Male; Margin of Error; Percent high school graduate or higher
HC05_EST_VC17,Female; Estimate; Percent high school graduate or higher
HC05_MOE_VC17,Female; Margin of Error; Percent high school graduate or higher
HC06_EST_VC17,Percent Female; Estimate; Percent high school graduate or higher
HC06_MOE_VC17,Percent Female; Margin of Error; Percent high school graduate or higher
HC01_EST_VC18,Total; Estimate; Percent bachelor's degree or higher
HC01_MOE_VC18,Total; Margin of Error; Percent bachelor's degree or higher
HC02_EST_VC18,Percent; Estimate; Percent bachelor's degree or higher
HC02_MOE_VC18,Percent; Margin of Error; Percent bachelor's degree or higher
HC03_EST_VC18,Male; Estimate; Percent bachelor's degree or higher
HC03_MOE_VC18,Male; Margin of Error; Percent bachelor's degree or higher
HC04_EST_VC18,Percent Male; Estimate; Percent bachelor's degree or higher
HC04_MOE_VC18,Percent Male; Margin of Error; Percent bachelor's degree or higher
HC05_EST_VC18,Female; Estimate; Percent bachelor's degree or higher
HC05_MOE_VC18,Female; Margin of Error; Percent bachelor's degree or higher
HC06_EST_VC18,Percent Female; Estimate; Percent bachelor's degree or higher
HC06_MOE_VC18,Percent Female; Margin of Error; Percent bachelor's degree or higher
HC01_EST_VC20,Total; Estimate; Population 25 to 34 years
HC01_MOE_VC20,Total; Margin of Error; Population 25 to 34 years
HC02_EST_VC20,Percent; Estimate; Population 25 to 34 years
HC02_MOE_VC20,Percent; Margin of Error; Population 25 to 34 years
HC03_EST_VC20,Male; Estimate; Population 25 to 34 years
HC03_MOE_VC20,Male; Margin of Error; Population 25 to 34 years
HC04_EST_VC20,Percent Male; Estimate; Population 25 to 34 years
HC04_MOE_VC20,Percent Male; Margin of Error; Population 25 to 34 years
HC05_EST_VC20,Female; Estimate; Population 25 to 34 years
HC05_MOE_VC20,Female; Margin of Error; Population 25 to 34 years
HC06_EST_VC20,Percent Female; Estimate; Population 25 to 34 years
HC06_MOE_VC20,Percent Female; Margin of Error; Population 25 to 34 years
HC01_EST_VC21,Total; Estimate; Population 25 to 34 years - High school graduate or higher
HC01_MOE_VC21,Total; Margin of Error; Population 25 to 34 years - High school graduate or higher
HC02_EST_VC21,Percent; Estimate; Population 25 to 34 years - High school graduate or higher
HC02_MOE_VC21,Percent; Margin of Error; Population 25 to 34 years - High school graduate or higher
HC03_EST_VC21,Male; Estimate; Population 25 to 34 years - High school graduate or higher
HC03_MOE_VC21,Male; Margin of Error; Population 25 to 34 years - High school graduate or higher
HC04_EST_VC21,Percent Male; Estimate; Population 25 to 34 years - High school graduate or higher
HC04_MOE_VC21,Percent Male; Margin of Error; Population 25 to 34 years - High school graduate or higher
HC05_EST_VC21,Female; Estimate; Population 25 to 34 years - High school graduate or higher
HC05_MOE_VC21,Female; Margin of Error; Population 25 to 34 years - High school graduate or higher
HC06_EST_VC21,Percent Female; Estimate; Population 25 to 34 years - High school graduate or higher
HC06_MOE_VC21,Percent Female; Margin of Error; Population 25 to 34 years - High school graduate or higher
HC01_EST_VC22,Total; Estimate; Population 25 to 34 years - Bachelor's degree or higher
HC01_MOE_VC22,Total; Margin of Error; Population 25 to 34 years - Bachelor's degree or higher
HC02_EST_VC22,Percent; Estimate; Population 25 to 34 years - Bachelor's degree or higher
HC02_MOE_VC22,Percent; Margin of Error; Population 25 to 34 years - Bachelor's degree or higher
HC03_EST_VC22,Male; Estimate; Population 25 to 34 years - Bachelor's degree or higher
HC03_MOE_VC22,Male; Margin of Error; Population 25 to 34 years - Bachelor's degree or higher
HC04_EST_VC22,Percent Male; Estimate; Population 25 to 34 years - Bachelor's degree or higher
HC04_MOE_VC22,Percent Male; Margin of Error; Population 25 to 34 years - Bachelor's degree or higher
HC05_EST_VC22,Female; Estimate; Population 25 to 34 years - Bachelor's degree or higher
HC05_MOE_VC22,Female; Margin of Error; Population 25 to 34 years - Bachelor's degree or higher
HC06_EST_VC22,Percent Female; Estimate; Population 25 to 34 years - Bachelor's degree or higher
HC06_MOE_VC22,Percent Female; Margin of Error; Population 25 to 34 years - Bachelor's degree or higher
HC01_EST_VC24,Total; Estimate; Population 35 to 44 years
HC01_MOE_VC24,Total; Margin of Error; Population 35 to 44 years
HC02_EST_VC24,Percent; Estimate; Population 35 to 44 years
HC02_MOE_VC24,Percent; Margin of Error; Population 35 to 44 years
HC03_EST_VC24,Male; Estimate; Population 35 to 44 years
HC03_MOE_VC24,Male; Margin of Error; Population 35 to 44 years
HC04_EST_VC24,Percent Male; Estimate; Population 35 to 44 years
HC04_MOE_VC24,Percent Male; Margin of Error; Population 35 to 44 years
HC05_EST_VC24,Female; Estimate; Population 35 to 44 years
HC05_MOE_VC24,Female; Margin of Error; Population 35 to 44 years
HC06_EST_VC24,Percent Female; Estimate; Population 35 to 44 years
HC06_MOE_VC24,Percent Female; Margin of Error; Population 35 to 44 years
HC01_EST_VC25,Total; Estimate; Population 35 to 44 years - High school graduate or higher
HC01_MOE_VC25,Total; Margin of Error; Population 35 to 44 years - High school graduate or higher
HC02_EST_VC25,Percent; Estimate; Population 35 to 44 years - High school graduate or higher
HC02_MOE_VC25,Percent; Margin of Error; Population 35 to 44 years - High school graduate or higher
HC03_EST_VC25,Male; Estimate; Population 35 to 44 years - High school graduate or higher
HC03_MOE_VC25,Male; Margin of Error; Population 35 to 44 years - High school graduate or higher
HC04_EST_VC25,Percent Male; Estimate; Population 35 to 44 years - High school graduate or higher
HC04_MOE_VC25,Percent Male; Margin of Error; Population 35 to 44 years - High school graduate or higher
HC05_EST_VC25,Female; Estimate; Population 35 to 44 years - High school graduate or higher
HC05_MOE_VC25,Female; Margin of Error; Population 35 to 44 years - High school graduate or higher
HC06_EST_VC25,Percent Female; Estimate; Population 35 to 44 years - High school graduate or higher
HC06_MOE_VC25,Percent Female; Margin of Error; Population 35 to 44 years - High school graduate or higher
HC01_EST_VC26,Total; Estimate; Population 35 to 44 years - Bachelor's degree or higher
HC01_MOE_VC26,Total; Margin of Error; Population 35 to 44 years - Bachelor's degree or higher
HC02_EST_VC26,Percent; Estimate; Population 35 to 44 years - Bachelor's degree or higher
HC02_MOE_VC26,Percent; Margin of Error; Population 35 to 44 years - Bachelor's degree or higher
HC03_EST_VC26,Male; Estimate; Population 35 to 44 years - Bachelor's degree or higher
HC03_MOE_VC26,Male; Margin of Error; Population 35 to 44 years - Bachelor's degree or higher
HC04_EST_VC26,Percent Male; Estimate; Population 35 to 44 years - Bachelor's degree or higher
HC04_MOE_VC26,Percent Male; Margin of Error; Population 35 to 44 years - Bachelor's degree or higher
HC05_EST_VC26,Female; Estimate; Population 35 to 44 years - Bachelor's degree or higher
HC05_MOE_VC26,Female; Margin of Error; Population 35 to 44 years - Bachelor's degree or higher
HC06_EST_VC26,Percent Female; Estimate; Population 35 to 44 years - Bachelor's degree or higher
HC06_MOE_VC26,Percent Female; Margin of Error; Population 35 to 44 years - Bachelor's degree or higher
HC01_EST_VC28,Total; Estimate; Population 45 to 64 years
HC01_MOE_VC28,Total; Margin of Error; Population 45 to 64 years
HC02_EST_VC28,Percent; Estimate; Population 45 to 64 years
HC02_MOE_VC28,Percent; Margin of Error; Population 45 to 64 years
HC03_EST_VC28,Male; Estimate; Population 45 to 64 years
HC03_MOE_VC28,Male; Margin of Error; Population 45 to 64 years
HC04_EST_VC28,Percent Male; Estimate; Population 45 to 64 years
HC04_MOE_VC28,Percent Male; Margin of Error; Population 45 to 64 years
HC05_EST_VC28,Female; Estimate; Population 45 to 64 years
HC05_MOE_VC28,Female; Margin of Error; Population 45 to 64 years
HC06_EST_VC28,Percent Female; Estimate; Population 45 to 64 years
HC06_MOE_VC28,Percent Female; Margin of Error; Population 45 to 64 years
HC01_EST_VC29,Total; Estimate; Population 45 to 64 years - High school graduate or higher
HC01_MOE_VC29,Total; Margin of Error; Population 45 to 64 years - High school graduate or higher
HC02_EST_VC29,Percent; Estimate; Population 45 to 64 years - High school graduate or higher
HC02_MOE_VC29,Percent; Margin of Error; Population 45 to 64 years - High school graduate or higher
HC03_EST_VC29,Male; Estimate; Population 45 to 64 years - High school graduate or higher
HC03_MOE_VC29,Male; Margin of Error; Population 45 to 64 years - High school graduate or higher
HC04_EST_VC29,Percent Male; Estimate; Population 45 to 64 years - High school graduate or higher
HC04_MOE_VC29,Percent Male; Margin of Error; Population 45 to 64 years - High school graduate or higher
HC05_EST_VC29,Female; Estimate; Population 45 to 64 years - High school graduate or higher
HC05_MOE_VC29,Female; Margin of Error; Population 45 to 64 years - High school graduate or higher
HC06_EST_VC29,Percent Female; Estimate; Population 45 to 64 years - High school graduate or higher
HC06_MOE_VC29,Percent Female; Margin of Error; Population 45 to 64 years - High school graduate or higher
HC01_EST_VC30,Total; Estimate; Population 45 to 64 years - Bachelor's degree or higher
HC01_MOE_VC30,Total; Margin of Error; Population 45 to 64 years - Bachelor's degree or higher
HC02_EST_VC30,Percent; Estimate; Population 45 to 64 years - Bachelor's degree or higher
HC02_MOE_VC30,Percent; Margin of Error; Population 45 to 64 years - Bachelor's degree or higher
HC03_EST_VC30,Male; Estimate; Population 45 to 64 years - Bachelor's degree or higher
HC03_MOE_VC30,Male; Margin of Error; Population 45 to 64 years - Bachelor's degree or higher
HC04_EST_VC30,Percent Male; Estimate; Population 45 to 64 years - Bachelor's degree or higher
HC04_MOE_VC30,Percent Male; Margin of Error; Population 45 to 64 years - Bachelor's degree or higher
HC05_EST_VC30,Female; Estimate; Population 45 to 64 years - Bachelor's degree or higher
HC05_MOE_VC30,Female; Margin of Error; Population 45 to 64 years - Bachelor's degree or higher
HC06_EST_VC30,Percent Female; Estimate; Population 45 to 64 years - Bachelor's degree or higher
HC06_MOE_VC30,Percent Female; Margin of Error; Population 45 to 64 years - Bachelor's degree or higher
HC01_EST_VC32,Total; Estimate; Population 65 years and over
HC01_MOE_VC32,Total; Margin of Error; Population 65 years and over
HC02_EST_VC32,Percent; Estimate; Population 65 years and over
HC02_MOE_VC32,Percent; Margin of Error; Population 65 years and over
HC03_EST_VC32,Male; Estimate; Population 65 years and over
HC03_MOE_VC32,Male; Margin of Error; Population 65 years and over
HC04_EST_VC32,Percent Male; Estimate; Population 65 years and over
HC04_MOE_VC32,Percent Male; Margin of Error; Population 65 years and over
HC05_EST_VC32,Female; Estimate; Population 65 years and over
HC05_MOE_VC32,Female; Margin of Error; Population 65 years and over
HC06_EST_VC32,Percent Female; Estimate; Population 65 years and over
HC06_MOE_VC32,Percent Female; Margin of Error; Population 65 years and over
HC01_EST_VC33,Total; Estimate; Population 65 years and over - High school graduate or higher
HC01_MOE_VC33,Total; Margin of Error; Population 65 years and over - High school graduate or higher
HC02_EST_VC33,Percent; Estimate; Population 65 years and over - High school graduate or higher
HC02_MOE_VC33,Percent; Margin of Error; Population 65 years and over - High school graduate or higher
HC03_EST_VC33,Male; Estimate; Population 65 years and over - High school graduate or higher
HC03_MOE_VC33,Male; Margin of Error; Population 65 years and over - High school graduate or higher
HC04_EST_VC33,Percent Male; Estimate; Population 65 years and over - High school graduate or higher
HC04_MOE_VC33,Percent Male; Margin of Error; Population 65 years and over - High school graduate or higher
HC05_EST_VC33,Female; Estimate; Population 65 years and over - High school graduate or higher
HC05_MOE_VC33,Female; Margin of Error; Population 65 years and over - High school graduate or higher
HC06_EST_VC33,Percent Female; Estimate; Population 65 years and over - High school graduate or higher
HC06_MOE_VC33,Percent Female; Margin of Error; Population 65 years and over - High school graduate or higher
HC01_EST_VC34,Total; Estimate; Population 65 years and over - Bachelor's degree or higher
HC01_MOE_VC34,Total; Margin of Error; Population 65 years and over - Bachelor's degree or higher
HC02_EST_VC34,Percent; Estimate; Population 65 years and over - Bachelor's degree or higher
HC02_MOE_VC34,Percent; Margin of Error; Population 65 years and over - Bachelor's degree or higher
HC03_EST_VC34,Male; Estimate; Population 65 years and over - Bachelor's degree or higher
HC03_MOE_VC34,Male; Margin of Error; Population 65 years and over - Bachelor's degree or higher
HC04_EST_VC34,Percent Male; Estimate; Population 65 years and over - Bachelor's degree or higher
HC04_MOE_VC34,Percent Male; Margin of Error; Population 65 years and over - Bachelor's degree or higher
HC05_EST_VC34,Female; Estimate; Population 65 years and over - Bachelor's degree or higher
HC05_MOE_VC34,Female; Margin of Error; Population 65 years and over - Bachelor's degree or higher
HC06_EST_VC34,Percent Female; Estimate; Population 65 years and over - Bachelor's degree or higher
HC06_MOE_VC34,Percent Female; Margin of Error; Population 65 years and over - Bachelor's degree or higher
HC01_EST_VC37,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone
HC01_MOE_VC37,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone
HC02_EST_VC37,Percent; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone
HC02_MOE_VC37,Percent; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone
HC03_EST_VC37,Male; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone
HC03_MOE_VC37,Male; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone
HC04_EST_VC37,Percent Male; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone
HC04_MOE_VC37,Percent Male; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone
HC05_EST_VC37,Female; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone
HC05_MOE_VC37,Female; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone
HC06_EST_VC37,Percent Female; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone
HC06_MOE_VC37,Percent Female; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone
HC01_EST_VC38,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC01_MOE_VC38,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
HC02_EST_VC38,Percent; Estimate; RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT - White alone - High school graduate or higher
