GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC02_MOE_VC27,Male; Margin of Error; Living in 12 selected states
HC03_EST_VC27,Female; Estimate; Living in 12 selected states
HC03_MOE_VC27,Female; Margin of Error; Living in 12 selected states
HC01_EST_VC28,Total; Estimate; Living in 12 selected states - Worked in minor civil division of residence
HC01_MOE_VC28,Total; Margin of Error; Living in 12 selected states - Worked in minor civil division of residence
HC02_EST_VC28,Male; Estimate; Living in 12 selected states - Worked in minor civil division of residence
HC02_MOE_VC28,Male; Margin of Error; Living in 12 selected states - Worked in minor civil division of residence
HC03_EST_VC28,Female; Estimate; Living in 12 selected states - Worked in minor civil division of residence
HC03_MOE_VC28,Female; Margin of Error; Living in 12 selected states - Worked in minor civil division of residence
HC01_EST_VC29,Total; Estimate; Living in 12 selected states - Worked outside minor civil division of residence
HC01_MOE_VC29,Total; Margin of Error; Living in 12 selected states - Worked outside minor civil division of residence
HC02_EST_VC29,Male; Estimate; Living in 12 selected states - Worked outside minor civil division of residence
HC02_MOE_VC29,Male; Margin of Error; Living in 12 selected states - Worked outside minor civil division of residence
HC03_EST_VC29,Female; Estimate; Living in 12 selected states - Worked outside minor civil division of residence
HC03_MOE_VC29,Female; Margin of Error; Living in 12 selected states - Worked outside minor civil division of residence
HC01_EST_VC30,Total; Estimate; Not living in 12 selected states
HC01_MOE_VC30,Total; Margin of Error; Not living in 12 selected states
HC02_EST_VC30,Male; Estimate; Not living in 12 selected states
HC02_MOE_VC30,Male; Margin of Error; Not living in 12 selected states
HC03_EST_VC30,Female; Estimate; Not living in 12 selected states
HC03_MOE_VC30,Female; Margin of Error; Not living in 12 selected states
HC01_EST_VC32,Total; Estimate; Workers 16 years and over who did not work at home
HC01_MOE_VC32,Total; Margin of Error; Workers 16 years and over who did not work at home
HC02_EST_VC32,Male; Estimate; Workers 16 years and over who did not work at home
HC02_MOE_VC32,Male; Margin of Error; Workers 16 years and over who did not work at home
HC03_EST_VC32,Female; Estimate; Workers 16 years and over who did not work at home
HC03_MOE_VC32,Female; Margin of Error; Workers 16 years and over who did not work at home
HC01_EST_VC34,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m.
HC01_MOE_VC34,Total; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m.
HC02_EST_VC34,Male; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m.
HC02_MOE_VC34,Male; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m.
HC03_EST_VC34,Female; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m.
HC03_MOE_VC34,Female; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m.
HC01_EST_VC35,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m.
HC01_MOE_VC35,Total; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m.
HC02_EST_VC35,Male; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m.
HC02_MOE_VC35,Male; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m.
HC03_EST_VC35,Female; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m.
HC03_MOE_VC35,Female; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m.
HC01_EST_VC36,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m.
HC01_MOE_VC36,Total; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m.
HC02_EST_VC36,Male; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m.
HC02_MOE_VC36,Male; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m.
HC03_EST_VC36,Female; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m.
HC03_MOE_VC36,Female; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m.
HC01_EST_VC37,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m.
HC01_MOE_VC37,Total; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m.
HC02_EST_VC37,Male; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m.
HC02_MOE_VC37,Male; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m.
HC03_EST_VC37,Female; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m.
HC03_MOE_VC37,Female; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m.
HC01_EST_VC38,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m.
HC01_MOE_VC38,Total; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m.
HC02_EST_VC38,Male; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m.
HC02_MOE_VC38,Male; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m.
HC03_EST_VC38,Female; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m.
HC03_MOE_VC38,Female; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m.
HC01_EST_VC39,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m.
HC01_MOE_VC39,Total; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m.
HC02_EST_VC39,Male; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m.
HC02_MOE_VC39,Male; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m.
HC03_EST_VC39,Female; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m.
HC03_MOE_VC39,Female; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m.
HC01_EST_VC40,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m.
HC01_MOE_VC40,Total; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m.
HC02_EST_VC40,Male; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m.
HC02_MOE_VC40,Male; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m.
HC03_EST_VC40,Female; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m.
HC03_MOE_VC40,Female; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m.
HC01_EST_VC41,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m.
HC01_MOE_VC41,Total; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m.
HC02_EST_VC41,Male; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m.
HC02_MOE_VC41,Male; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m.
HC03_EST_VC41,Female; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m.
HC03_MOE_VC41,Female; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m.
HC01_EST_VC42,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m.
HC01_MOE_VC42,Total; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m.
HC02_EST_VC42,Male; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m.
HC02_MOE_VC42,Male; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m.
HC03_EST_VC42,Female; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m.
HC03_MOE_VC42,Female; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m.
HC01_EST_VC43,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m.
HC01_MOE_VC43,Total; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m.
HC02_EST_VC43,Male; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m.
HC02_MOE_VC43,Male; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m.
HC03_EST_VC43,Female; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m.
HC03_MOE_VC43,Female; Margin of Error; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m.
HC01_EST_VC46,Total; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes
HC01_MOE_VC46,Total; Margin of Error; TRAVEL TIME TO WORK - Less than 10 minutes
HC02_EST_VC46,Male; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes
HC02_MOE_VC46,Male; Margin of Error; TRAVEL TIME TO WORK - Less than 10 minutes
HC03_EST_VC46,Female; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes
HC03_MOE_VC46,Female; Margin of Error; TRAVEL TIME TO WORK - Less than 10 minutes
HC01_EST_VC47,Total; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes
HC01_MOE_VC47,Total; Margin of Error; TRAVEL TIME TO WORK - 10 to 14 minutes
HC02_EST_VC47,Male; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes
HC02_MOE_VC47,Male; Margin of Error; TRAVEL TIME TO WORK - 10 to 14 minutes
HC03_EST_VC47,Female; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes
HC03_MOE_VC47,Female; Margin of Error; TRAVEL TIME TO WORK - 10 to 14 minutes
HC01_EST_VC48,Total; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes
HC01_MOE_VC48,Total; Margin of Error; TRAVEL TIME TO WORK - 15 to 19 minutes
HC02_EST_VC48,Male; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes
HC02_MOE_VC48,Male; Margin of Error; TRAVEL TIME TO WORK - 15 to 19 minutes
HC03_EST_VC48,Female; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes
HC03_MOE_VC48,Female; Margin of Error; TRAVEL TIME TO WORK - 15 to 19 minutes
HC01_EST_VC49,Total; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes
HC01_MOE_VC49,Total; Margin of Error; TRAVEL TIME TO WORK - 20 to 24 minutes
HC02_EST_VC49,Male; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes
HC02_MOE_VC49,Male; Margin of Error; TRAVEL TIME TO WORK - 20 to 24 minutes
HC03_EST_VC49,Female; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes
HC03_MOE_VC49,Female; Margin of Error; TRAVEL TIME TO WORK - 20 to 24 minutes
HC01_EST_VC50,Total; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes
HC01_MOE_VC50,Total; Margin of Error; TRAVEL TIME TO WORK - 25 to 29 minutes
HC02_EST_VC50,Male; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes
HC02_MOE_VC50,Male; Margin of Error; TRAVEL TIME TO WORK - 25 to 29 minutes
HC03_EST_VC50,Female; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes
HC03_MOE_VC50,Female; Margin of Error; TRAVEL TIME TO WORK - 25 to 29 minutes
HC01_EST_VC51,Total; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes
HC01_MOE_VC51,Total; Margin of Error; TRAVEL TIME TO WORK - 30 to 34 minutes
HC02_EST_VC51,Male; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes
HC02_MOE_VC51,Male; Margin of Error; TRAVEL TIME TO WORK - 30 to 34 minutes
HC03_EST_VC51,Female; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes
HC03_MOE_VC51,Female; Margin of Error; TRAVEL TIME TO WORK - 30 to 34 minutes
HC01_EST_VC52,Total; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes
HC01_MOE_VC52,Total; Margin of Error; TRAVEL TIME TO WORK - 35 to 44 minutes
HC02_EST_VC52,Male; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes
HC02_MOE_VC52,Male; Margin of Error; TRAVEL TIME TO WORK - 35 to 44 minutes
HC03_EST_VC52,Female; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes
HC03_MOE_VC52,Female; Margin of Error; TRAVEL TIME TO WORK - 35 to 44 minutes
